,nombre_artista,bio,listeners,playcount,similar
668,Dikshu Thakur," <a href=""https://www.last.fm/music/Dikshu+Thakur"">Read more on Last.fm</a>",1,1,[]
669,Karnail Rana," <a href=""https://www.last.fm/music/Karnail+Rana"">Read more on Last.fm</a>",200,2837,"['Nati King Kuldeep Sharma', 'Sher Singh', 'Kishan Verma, Sarla Dangi', 'Sunil Mastie', 'Ishant Bhardwaj']"
670,Akash Nibir," <a href=""https://www.last.fm/music/Akash+Nibir"">Read more on Last.fm</a>",31,59,"['Bidisha Devi', 'Achurjya Borpatra', 'Dikshu', 'Neel Akash', 'Dipanwita Deka']"
671,Gilberto Lemos," <a href=""https://www.last.fm/music/Gilberto+Lemos"">Read more on Last.fm</a>",889,4101,"['Ana de Oliveira', 'Nelsinho Rodrigues', 'Frankito Lopes', 'Nilton Cesar', 'RUTHETTY']"
672,Malu Guedelha," <a href=""https://www.last.fm/music/Malu+Guedelha"">Read more on Last.fm</a>",313,3293,"['Kikito', 'Noturna', 'Arthur da Silva', 'Raidol', 'Manatins']"
673,Priyanka Singh," <a href=""https://www.last.fm/music/Priyanka+Singh"">Read more on Last.fm</a>",608,2081,"['Rakesh Mishra', 'Ankush Raja', 'Khesari Lal Yadav', 'Neelkamal Singh', 'Shilpi Raj']"
674,Frank Valentino," <a href=""https://www.last.fm/music/Frank+Valentino"">Read more on Last.fm</a>",189,485,"['X-Session', 'Touch of Joy', 'Get Ready', 'Alana Dante', 'Petra & Co']"
675,Novin Joshi NJ," <a href=""https://www.last.fm/music/Novin+Joshi+NJ"">Read more on Last.fm</a>",25,52,['BAGI MUNDA']
676,Shivani Singh," <a href=""https://www.last.fm/music/Shivani+Singh"">Read more on Last.fm</a>",1947,12425,"['Neelkamal Singh', 'Khesari Lal Yadav', 'Shilpi Raj', 'Samar Singh', 'Arvind Akela Kallu Ji']"
677,Nofin Asia," <a href=""https://www.last.fm/music/Nofin+Asia"">Read more on Last.fm</a>",406,1833,"['DJ Opus', 'Nanda Lia', 'DJ Sephora', 'DJ Haning', 'Kalia Siska']"
678,Rommy,"Rommy (real name: Romke Henstra) (Twijzelerheide, 8 januari 1950 – Leeuwarden, 22 april 2007) was a Frisian singer. He was known as 'the voice of the Wâlden'.

Rommy's first single was released in 1985. It was song from Freddy Fender. Rommy translated the lyrics into Dutch. In 1986 he signed a record deal with 'De Stille Genieter' from Harkema. During their cooperation they released more than 10 cd's.

His succes led to performances on the national tv. (Veronica, VARA, NCRV and Call TV) <a href=""https://www.last.fm/music/Rommy"">Read more on Last.fm</a>",1880,13894,"['Tjeerd', 'Lucas en Gea Hulshof', 'Gerard Schoonebeek', 'De Stemmingmakers', 'The Starfighters']"
679,Chhotelal Oraon," <a href=""https://www.last.fm/music/Chhotelal+Oraon"">Read more on Last.fm</a>",57,428,"['Nagpuri Diwana', 'Manoj Sahri', 'Pawan', 'Pawan Roy', 'Naveen & D-Boy SK']"
680,Sonu Kanwar," <a href=""https://www.last.fm/music/Sonu+Kanwar"">Read more on Last.fm</a>",137,771,"['Kapil Jangir', 'SP Jodha', 'Seema Mishra', 'Rini Chandra', 'Anupriya Lakhawat']"
681,Jagmohan Digari," <a href=""https://www.last.fm/music/Jagmohan+Digari"">Read more on Last.fm</a>",33,142,"['B.K. Samant', 'Manoj Arya', 'Lalit Mohan Joshi', 'Gajendra Rana', 'Inder Arya']"
682,Ưng Hoàng Phúc,"Ưng Hoàng Phúc (born Nguyễn Quốc Thanh; August 18, 1981) is a Vietnamese singer. In 2000, Ưng Hoàng Phúc began his career as a member of the first & leading boy band ever in the country, 1088. Although the band gained moderate attention from the public, they broke up two years later. In 2002, Ưng Hoàng Phúc signed a recording contract with WEPro, and started a successful solo career with the release of his debut studio album Thà Rằng Như Thế... Tôi Đi Tìm Tôi. <a href=""https://www.last.fm/music/%C6%AFng+Ho%C3%A0ng+Ph%C3%BAc"">Read more on Last.fm</a>",4296,69007,"['Quang Vinh', 'Đan Trường', 'Tuấn Hưng', 'H.A.T', 'Thu Thủy']"
683,BISHNU MOHAN KABI," <a href=""https://www.last.fm/music/Bishnu+Mohan+Kabi"">Read more on Last.fm</a>",43,149,"['Shasank Sekhar', 'Satyajeet Pradhan', 'Humane Sagar', 'Namita Agrawal', 'Mantu Chhuria']"
